model_id,variation,scenario_id,p_action2_base,p_action2_variation,mae_base,mae_variation,num_valid_base,num_valid_variation,CPS
openai_gpt-5.1,Relational,G_224,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_148,0.19999999999999998,0.3833333333333333,0.7219280948873624,0.9603622703154779,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.18333333333333332
openai_gpt-5.1,Emotional,G_148,0.19999999999999998,0.13333333333333333,0.7219280948873624,0.5665095065529053,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.06666666666666665
openai_gpt-5.1,Relational,G_148,0.19999999999999998,0.21666666666666665,0.7219280948873624,0.7540340561971327,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-5.1,Consequentialist,G_603,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_603,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_603,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_502,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_366,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_366,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_366,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_006,1.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666607
openai_gpt-5.1,Emotional,G_006,1.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666607
openai_gpt-5.1,Relational,G_006,1.0,0.9166666666666666,0.0,0.41381685030363374,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.08333333333333337
openai_gpt-5.1,Consequentialist,G_041,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_003,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_003,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_003,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_241,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_205,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_040,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_040,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,H_027,0.05000000000000001,0.31666666666666665,0.28639695711595603,0.9007196798623593,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.26666666666666666
openai_gpt-5.1,Emotional,H_027,0.05000000000000001,0.049999999999999996,0.28639695711595603,0.28639695711595603,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-1.3877787807814457e-17
openai_gpt-5.1,Relational,H_027,0.05000000000000001,0.45,0.28639695711595603,0.9927744539878085,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.4
openai_gpt-5.1,Consequentialist,G_258,0.5166666666666666,0.5833333333333334,0.9991983542636398,0.9798687566511528,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.06666666666666676
openai_gpt-5.1,Emotional,G_258,0.5166666666666666,0.7666666666666666,0.9991983542636398,0.7837769474847012,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.25
openai_gpt-5.1,Relational,G_258,0.5166666666666666,0.8333333333333334,0.9991983542636398,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.31666666666666676
openai_gpt-5.1,Relational,G_400,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_120,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_269,0.03333333333333333,0.13333333333333333,0.21084230031853213,0.5665095065529053,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.1
openai_gpt-5.1,Emotional,G_269,0.03333333333333333,0.016666666666666666,0.21084230031853213,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666666
openai_gpt-5.1,Relational,G_269,0.03333333333333333,0.2833333333333333,0.21084230031853213,0.8599530497177521,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.25
openai_gpt-5.1,Consequentialist,G_249,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_577,0.0,0.08333333333333333,0.0,0.41381685030363374,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.08333333333333333
openai_gpt-5.1,Relational,G_577,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_292,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_292,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_292,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_002,0.06666666666666667,0.016666666666666666,0.35335933502142153,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.05
openai_gpt-5.1,Emotional,G_002,0.06666666666666667,0.049999999999999996,0.35335933502142153,0.28639695711595603,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.01666666666666667
openai_gpt-5.1,Relational,G_002,0.06666666666666667,0.016666666666666666,0.35335933502142153,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.05
openai_gpt-5.1,Consequentialist,H_093,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-5.1,Emotional,H_093,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,H_093,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-5.1,Relational,G_472,0.43333333333333335,0.6,0.9871377743721863,0.9709505944546687,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.16666666666666663
openai_gpt-5.1,Consequentialist,G_259,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_259,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_259,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_513,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_513,0.0,0.21666666666666667,0.0,0.7540340561971326,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.21666666666666667
openai_gpt-5.1,Consequentialist,G_243,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,H_002,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,H_002,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,H_002,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,H_045,0.0,0.03333333333333333,0.0,0.21084230031853213,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.03333333333333333
openai_gpt-5.1,Relational,H_045,0.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",1.0
openai_gpt-5.1,Consequentialist,H_060,0.0,0.049999999999999996,0.0,0.28639695711595603,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.049999999999999996
openai_gpt-5.1,Consequentialist,G_403,0.2833333333333333,0.21666666666666667,0.8599530497177521,0.7540340561971326,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.06666666666666665
openai_gpt-5.1,Emotional,G_403,0.2833333333333333,0.0,0.8599530497177521,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.2833333333333333
openai_gpt-5.1,Relational,G_403,0.2833333333333333,0.21666666666666667,0.8599530497177521,0.7540340561971326,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.06666666666666665
openai_gpt-5.1,Consequentialist,H_082,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,H_082,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_585,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_153,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_153,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_153,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_566,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-5.1,Emotional,G_566,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_114,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_114,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_114,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_245,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_026,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_026,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_176,0.016666666666666666,0.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666666
openai_gpt-5.1,Relational,G_176,0.016666666666666666,0.11666666666666665,0.12229159706937454,0.5197027865043055,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.09999999999999999
openai_gpt-5.1,Consequentialist,H_071,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_181,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_451,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_396,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_396,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,H_042,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_596,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_596,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_596,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_499,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_499,0.0,0.08333333333333333,0.0,0.41381685030363374,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.08333333333333333
openai_gpt-5.1,Consequentialist,H_043,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,H_095,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-5.1,Consequentialist,G_155,0.0,0.03333333333333333,0.0,0.21084230031853213,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.03333333333333333
openai_gpt-5.1,Relational,G_155,0.0,0.3333333333333333,0.0,0.9182958340544896,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.3333333333333333
openai_gpt-5.1,Consequentialist,G_447,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_523,0.3833333333333333,0.8166666666666668,0.9603622703154779,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.43333333333333346
openai_gpt-5.1,Emotional,G_523,0.3833333333333333,0.5,0.9603622703154779,1.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.1166666666666667
openai_gpt-5.1,Relational,G_523,0.3833333333333333,0.7666666666666666,0.9603622703154779,0.7837769474847011,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.3833333333333333
openai_gpt-5.1,Relational,G_542,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_009,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_009,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_009,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-5.1,Consequentialist,G_162,0.9333333333333332,1.0,0.35335933502142153,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.06666666666666676
openai_gpt-5.1,Emotional,G_162,0.9333333333333332,1.0,0.35335933502142153,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.06666666666666676
openai_gpt-5.1,Consequentialist,G_512,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_512,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_512,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_538,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_538,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_538,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,H_066,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_297,0.06666666666666667,0.6,0.35335933502142153,0.9709505944546687,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.5333333333333333
openai_gpt-5.1,Emotional,G_297,0.06666666666666667,0.5666666666666667,0.35335933502142153,0.9871377743721863,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.5
openai_gpt-5.1,Relational,G_297,0.06666666666666667,0.18333333333333335,0.35335933502142153,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.11666666666666668
openai_gpt-5.1,Consequentialist,G_103,1.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666607
openai_gpt-5.1,Emotional,G_103,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_103,1.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666607
openai_gpt-5.1,Consequentialist,H_009,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,H_009,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_412,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_412,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_412,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_316,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_316,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_316,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_014,0.5833333333333334,0.38333333333333336,0.9798687566511528,0.9603622703154779,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.2
openai_gpt-5.1,Emotional,G_014,0.5833333333333334,0.25,0.9798687566511528,0.8112781244591328,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.33333333333333337
openai_gpt-5.1,Relational,G_014,0.5833333333333334,0.45,0.9798687566511528,0.9927744539878085,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.13333333333333336
openai_gpt-5.1,Consequentialist,G_433,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_433,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_588,0.45,0.5166666666666667,0.9927744539878085,0.9991983542636398,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.06666666666666671
openai_gpt-5.1,Relational,G_588,0.45,0.7833333333333333,0.9927744539878085,0.7540340561971326,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.3333333333333333
openai_gpt-5.1,Consequentialist,G_123,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_123,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_123,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_104,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Emotional,G_104,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Relational,G_104,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-5.1,Consequentialist,G_345,0.26666666666666666,0.5,0.8366407419411672,1.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.23333333333333334
openai_gpt-5.1,Consequentialist,H_073,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
